"Unique_key";"Denomination"
"OC10212";10000000
"OC10213";10000000
"OC10214";10000000
"OC10215";10000000
"OC10216";10000000
"OC10217";10000000
"OC10218";10000000
"OC10219";10000000
"OC1022";10000000
"OC10220";10000000
"OC10221";10000000
"OC10222";10000000
"OC10223";10000000
"OC10224";10000000
"OC10225";10000000
"OC10226";10000000
"OC10227";10000000
"OC10228";10000000
"OC10229";10000000
"OC1023";10000000
"OC10230";10000000
"OC10231";10000000
"OC10232";10000000
"OC10233";10000000
"OC10234";10000000
"OC10235";10000000
"OC10236";10000000
"OC10237";10000000
"OC10238";10000000
"OC10239";10000000
"OC1024";10000000
"OC10240";10000000
"OC10241";10000000
"OC10242";10000000
"OC10243";10000000
"OC10244";10000000
"OC10245";10000000
"OC10246";10000000
"OC10247";10000000
"OC10248";10000000
"OC10249";10000000
"OC1025";10000000
"OC10250";10000000
"OC10251";10000000
"OC10252";10000000
"OC10253";10000000
"OC10254";10000000
"OC10255";10000000
"OC10256";10000000
"OC10257";10000000
"OC10258";10000000
"OC10259";10000000
"OC1026";10000000
"OC10260";10000000
"OC10261";10000000
"OC10262";10000000
"OC10263";10000000
"OC10264";10000000
"OC10265";10000000
"OC10266";10000000
"OC10267";10000000
"OC10268";10000000
"OC10269";10000000
"OC1027";10000000
"OC10270";10000000
"OC10271";10000000
"OC10272";10000000
"OC10273";10000000
"OC10274";10000000
"OC10275";10000000
"OC10276";10000000
"OC10277";10000000
"OC10278";10000000
"OC10279";10000000
"OC1028";10000000
"OC10280";10000000
"OC10281";10000000
"OC10282";10000000
"OC10283";10000000
"OC10284";10000000
"OC10285";10000000
"OC10286";10000000
"OC10287";10000000
"OC10288";10000000
"OC10289";10000000
"OC1029";10000000
"OC10290";10000000
"OC10291";10000000
"OC10292";10000000
"OC10293";10000000
"OC10294";10000000
"OC10295";10000000
"OC10296";10000000
"OC10297";10000000
"OC10298";10000000
"OC10299";10000000
"OC1030";10000000
"OC10300";10000000
"OC10301";10000000
"OC10302";10000000
"OC10303";10000000
"OC10304";10000000
"OC10305";10000000
"OC10306";10000000
"OC10307";10000000
"OC10308";10000000
"OC10309";10000000
"OC1031";10000000
"OC10310";10000000
"OC10311";10000000
"OC10312";10000000
"OC10313";10000000
"OC10314";10000000
"OC10315";10000000
"OC10316";10000000
"OC10317";10000000
"OC10318";10000000
"OC10319";10000000
"OC1032";10000000
"OC10320";10000000
"OC10321";10000000
"OC10322";10000000
"OC10323";10000000
"OC10324";10000000
"OC10325";10000000
"OC10326";10000000
"OC10327";10000000
"OC10328";10000000
"OC10329";10000000
"OC10330";10000000
"OC10331";10000000
"OC10332";10000000
"OC10333";10000000
"OC10334";10000000
"OC10335";10000000
"OC10336";10000000
"OC10337";10000000
"OC10338";10000000
"OC10339";10000000
"OC10340";10000000
"OC10341";10000000
"OC10342";10000000
"OC10343";10000000
"OC10344";10000000
"OC10345";10000000
"OC10346";10000000
"OC10347";10000000
"OC10348";10000000
"OC10349";10000000
"OC10350";10000000
"OC10351";10000000
"OC10352";10000000
"OC10353";10000000
"OC10354";10000000
"OC10355";10000000
"OC10356";10000000
"OC10357";10000000
"OC10358";10000000
"OC10359";10000000
"OC10360";10000000
"OC10361";10000000
"OC10362";10000000
"OC10363";10000000
"OC10364";10000000
"OC10365";10000000
"OC10366";10000000
"OC10367";10000000
"OC10368";10000000
"OC10369";10000000
"OC10370";10000000
"OC10371";10000000
"OC10372";10000000
"OC10373";10000000
"OC10374";10000000
"OC10375";10000000
"OC10376";10000000
"OC10377";10000000
"OC10378";10000000
"OC10379";10000000
"OC10380";10000000
"OC10381";10000000
"OC10382";10000000
"OC10383";10000000
"OC10384";10000000
"OC10385";10000000
"OC10386";10000000
"OC10387";10000000
"OC10388";10000000
"OC10389";10000000
"OC10390";10000000
"OC10391";10000000
"OC10392";10000000
"OC10393";10000000
"OC10394";10000000
"OC10395";10000000
"OC10396";10000000
"OC10397";10000000
"OC10398";10000000
"OC10399";10000000
"OC10400";10000000
"OC10401";10000000
"OC10402";10000000
"OC10403";10000000
"OC10404";10000000
"OC10405";10000000
"OC10406";10000000
"OC10407";10000000
"OC10408";10000000
"OC10409";10000000
"OC10410";10000000
"OC10411";10000000
"OC10412";10000000
"OC10413";10000000
"OC10414";10000000
"OC10415";10000000
"OC10416";10000000
"OC10417";10000000
"OC10418";10000000
"OC10419";10000000
"OC10420";10000000
"OC10421";10000000
"OC10422";10000000
"OC10423";10000000
"OC10424";10000000
"OC10425";10000000
"OC10426";10000000
"OC10427";10000000
"OC10428";10000000
"OC10429";10000000
"OC10430";10000000
"OC10431";10000000
"OC10432";10000000
"OC10433";10000000
"OC10434";10000000
"OC10435";10000000
"OC10436";10000000
"OC10437";10000000
"OC10438";10000000
"OC10439";10000000
"OC10440";10000000
"OC10441";10000000
"OC10442";10000000
"OC10443";10000000
"OC10444";10000000
"OC10445";10000000
"OC10446";10000000
"OC10447";10000000
"OC10448";10000000
"OC10449";10000000
"OC10450";10000000
"OC10451";10000000
"OC10452";10000000
"OC10453";10000000
"OC10454";10000000
"OC10455";10000000
"OC10456";10000000
"OC10457";10000000
"OC10458";10000000
"OC10459";10000000
"OC10460";10000000
"OC10461";10000000
"OC10462";10000000
"OC10463";10000000
"OC10464";10000000
"OC10465";10000000
"OC10466";10000000
"OC10467";10000000
"OC10468";10000000
"OC10469";10000000
"OC10470";10000000
"OC10471";10000000
"OC10472";10000000
"OC10473";10000000
"OC10474";10000000
"OC10475";10000000
"OC10476";10000000
"OC10477";10000000
"OC10478";10000000
"OC10479";10000000
"OC10480";10000000
"OC10481";10000000
"OC10482";10000000
"OC10483";10000000
"OC10484";10000000
"OC10485";10000000
"OC10486";10000000
"OC10487";10000000
"OC10488";10000000
"OC10489";10000000
"OC10490";10000000
"OC10491";10000000
"OC10492";10000000
"OC10493";10000000
"OC10494";10000000
"OC10495";10000000
"OC10496";10000000
"OC10497";10000000
"OC10498";10000000
"OC10499";10000000
"OC10500";10000000
"OC10501";10000000
"OC10502";10000000
"OC10503";10000000
"OC10504";10000000
"OC10505";10000000
"OC10506";10000000
"OC10507";10000000
"OC10508";10000000
"OC10509";10000000
"OC10510";10000000
"OC10511";10000000
"OC10512";10000000
"OC10513";10000000
"OC10514";10000000
"OC10515";10000000
"OC10516";10000000
"OC10517";10000000
"OC10518";10000000
"OC10519";10000000
"OC10520";10000000
"OC10521";10000000
"OC10522";10000000
"OC10523";10000000
"OC10524";10000000
"OC10525";10000000
"OC10526";10000000
"OC10527";10000000
"OC10528";10000000
"OC10529";10000000
"OC10530";10000000
"OC10531";10000000
"OC10532";10000000
"OC10533";10000000
"OC10534";10000000
"OC10535";10000000
"OC10536";10000000
"OC10537";10000000
"OC10538";10000000
"OC10539";10000000
"OC10540";10000000
"OC10541";10000000
"OC10542";10000000
"OC10543";10000000
"OC10544";10000000
"OC10545";10000000
"OC10546";10000000
"OC10547";10000000
"OC10548";10000000
"OC10549";10000000
"OC10550";10000000
"OC10551";10000000
"OC10552";10000000
"OC10553";10000000
"OC10554";10000000
"OC10555";10000000
"OC10556";10000000
"OC10557";10000000
"OC10558";10000000
"OC10559";10000000
"OC10560";10000000
"OC10561";10000000
"OC10562";10000000
"OC10563";10000000
"OC10564";10000000
"OC10565";10000000
"OC10566";10000000
"OC10567";10000000
"OC10568";10000000
"OC10569";10000000
"OC10570";10000000
"OC10571";10000000
"OC10572";10000000
"OC10573";10000000
"OC10574";10000000
"OC10575";10000000
"OC10576";10000000
"OC10577";10000000
"OC10578";10000000
"OC10579";10000000
"OC10580";10000000
"OC10581";10000000
"OC10582";10000000
"OC10583";10000000
"OC10584";10000000
"OC10585";10000000
"OC10586";10000000
"OC10587";10000000
"OC10588";10000000
"OC10589";10000000
"OC10590";10000000
"OC10591";10000000
"OC10592";10000000
"OC10593";10000000
"OC10594";10000000
"OC10595";10000000
"OC10596";10000000
"OC10597";10000000
"OC10598";10000000
"OC10599";10000000
"OC10600";10000000
"OC10601";10000000
"OC10602";10000000
"OC10603";10000000
"OC10604";10000000
"OC10605";10000000
"OC10606";10000000
"OC10607";10000000
"OC10608";10000000
"OC10609";10000000
"OC10610";10000000
"OC10611";10000000
"OC10612";10000000
"OC10613";10000000
"OC10614";10000000
"OC10615";10000000
"OC10616";10000000
"OC10617";10000000
"OC10618";10000000
"OC10619";10000000
"OC10620";10000000
"OC10621";10000000
"OC10622";10000000
"OC10623";10000000
"OC10624";10000000
"OC10625";10000000
"OC10626";10000000
"OC10627";10000000
"OC10628";10000000
"OC10629";10000000
"OC10630";10000000
"OC10631";10000000
"OC10632";10000000
"OC10633";10000000
"OC10634";10000000
"OC10635";10000000
"OC10636";10000000
"OC10637";10000000
"OC10638";10000000
"OC10639";10000000
"OC10640";10000000
"OC10641";10000000
"OC10642";10000000
"OC10643";10000000
"OC10644";10000000
"OC10645";10000000
"OC10646";10000000
"OC10647";10000000
"OC10648";10000000
"OC10649";10000000
"OC10650";10000000
"OC10651";10000000
"OC10652";10000000
"OC10653";10000000
"OC10654";10000000
"OC10655";10000000
"OC10656";10000000
"OC10657";10000000
"OC10658";10000000
"OC10659";10000000
"OC10660";10000000
"OC10661";10000000
"OC10662";10000000
"OC10663";10000000
"OC10664";10000000
"OC10665";10000000
"OC10666";10000000
"OC10667";10000000
"OC10668";10000000
"OC10669";10000000
"OC10670";10000000
"OC10671";10000000
"OC10672";10000000
"OC10673";10000000
"OC10674";10000000
"OC10675";10000000
"OC10676";10000000
"OC10677";10000000
"OC10678";10000000
"OC10679";10000000
"OC10680";10000000
"OC10681";10000000
"OC10682";10000000
"OC10683";10000000
"OC10684";10000000
"OC10685";10000000
"OC10686";10000000
"OC10687";10000000
"OC10688";10000000
"OC10689";10000000
"OC10690";10000000
"OC10691";10000000
"OC10692";10000000
"OC10693";10000000
"OC10694";10000000
"OC10695";10000000
"OC10696";10000000
"OC10697";10000000
"OC10698";10000000
"OC10699";10000000
"OC10700";10000000
"OC10701";10000000
"OC10702";10000000
"OC10703";10000000
"OC10704";10000000
"OC10705";10000000
"OC10706";10000000
"OC10707";10000000
"OC10708";10000000
"OC10709";10000000
"OC10710";10000000
"OC10711";10000000
"OC10712";10000000
"OC10713";10000000
"OC10714";10000000
"OC10715";10000000
"OC10716";10000000
"OC10717";10000000
"OC10718";10000000
"OC10719";10000000
"OC10720";10000000
"OC10721";10000000
"OC10722";10000000
"OC10723";10000000
"OC10724";10000000
"OC10725";10000000
"OC10726";10000000
"OC10727";10000000
"OC10728";10000000
"OC10729";10000000
"OC10730";10000000
"OC10731";10000000
"OC10732";10000000
"OC10733";10000000
"OC10734";10000000
"OC10735";10000000
"OC10736";10000000
"OC10737";10000000
"OC10738";10000000
"OC10739";10000000
"OC10740";10000000
"OC10741";10000000
"OC10742";10000000
"OC10743";10000000
"OC10744";10000000
"OC10745";10000000
"OC10746";10000000
"OC10747";10000000
"OC10748";10000000
"OC10749";10000000
"OC10750";10000000
"OC10751";10000000
"OC10752";10000000
"OC10753";10000000
"OC10754";10000000
"OC10755";10000000
"OC10756";10000000
"OC10757";10000000
"OC10758";10000000
"OC10759";10000000
"OC10760";10000000
"OC10761";10000000
"OC10762";10000000
"OC10763";10000000
"OC10764";10000000
"OC10765";10000000
"OC10766";10000000
"OC10767";10000000
"OC10768";10000000
"OC10769";10000000
"OC10770";10000000
"OC10771";10000000
"OC10772";10000000
"OC10773";10000000
"OC10774";10000000
"OC10775";10000000
"OC10776";10000000
"OC10777";10000000
"OC10778";10000000
"OC10779";10000000
"OC10780";10000000
"OC10781";10000000
"OC10782";10000000
"OC10783";10000000
"OC10784";10000000
"OC10785";10000000
"OC10786";10000000
"OC10787";10000000
"OC10788";10000000
"OC10789";10000000
"OC10790";10000000
"OC10791";10000000
"OC10792";10000000
"OC10793";10000000
"OC10794";10000000
"OC10795";10000000
"OC10796";10000000
"OC10797";10000000
"OC10798";10000000
"OC10799";10000000
"OC10800";10000000
"OC10801";10000000
"OC10802";10000000
"OC10803";10000000
"OC10804";10000000
"OC10805";10000000
"OC10806";10000000
"OC10807";10000000
"OC10808";10000000
"OC10809";10000000
"OC10810";10000000
"OC10811";10000000
"OC10812";10000000
"OC10813";10000000
"OC10814";10000000
"OC10815";10000000
"OC10816";10000000
"OC10817";10000000
"OC10818";10000000
"OC10819";10000000
"OC10820";10000000
"OC10821";10000000
"OC10822";10000000
"OC10823";10000000
"OC10824";10000000
"OC10825";10000000
"OC10826";10000000
"OC10827";10000000
"OC10828";10000000
"OC10829";10000000
"OC10830";10000000
"OC10831";10000000
"OC10832";10000000
"OC10833";10000000
"OC10834";10000000
"OC10835";10000000
"OC10836";10000000
"OC10837";10000000
"OC10838";10000000
"OC10839";10000000
"OC10840";10000000
"OC10841";10000000
"OC10842";10000000
"OC10843";10000000
"OC10844";10000000
"OC10845";10000000
"OC10846";10000000
"OC10847";10000000
"OC10848";10000000
"OC10849";10000000
"OC10850";10000000
"OC10851";10000000
"OC10852";10000000
"OC10853";10000000
"OC10854";10000000
"OC10855";10000000
"OC10856";10000000
"OC10857";10000000
"OC10858";10000000
"OC10859";10000000
"OC10860";10000000
"OC10861";10000000
"OC10862";10000000
"OC10863";10000000
"OC10864";10000000
"OC10865";10000000
"OC10866";10000000
"OC10867";10000000
"OC10868";10000000
"OC10869";10000000
"OC10870";10000000
"OC10871";10000000
"OC10872";10000000
"OC10873";10000000
"OC10874";10000000
"OC10875";10000000
"OC10876";10000000
"OC10877";10000000
"OC10878";10000000
"OC10879";10000000
"OC1088";10000000
"OC10880";10000000
"OC10881";10000000
"OC10882";10000000
"OC10883";10000000
"OC10884";10000000
"OC10885";10000000
"OC10886";10000000
"OC10887";10000000
"OC10888";10000000
"OC10889";10000000
"OC1089";10000000
"OC10890";10000000
"OC10891";10000000
"OC10892";10000000
"OC10893";10000000
"OC10894";10000000
"OC10895";10000000
"OC10896";10000000
"OC10897";10000000
"OC10898";10000000
"OC10899";10000000
"OC1090";10000000
"OC10900";10000000
"OC10901";10000000
"OC10902";10000000
"OC10903";10000000
"OC10904";10000000
"OC10905";10000000
"OC10906";10000000
"OC10907";10000000
"OC10908";10000000
"OC10909";10000000
"OC1091";10000000
"OC10910";10000000
"OC10911";10000000
"OC10912";10000000
"OC10913";10000000
"OC10914";10000000
"OC10915";10000000
"OC10916";10000000
"OC10917";10000000
"OC10918";10000000
"OC10919";10000000
"OC1092";10000000
"OC10920";10000000
"OC10921";10000000
"OC10922";10000000
"OC10923";10000000
"OC10924";10000000
"OC10925";10000000
"OC10926";10000000
"OC10927";10000000
"OC10928";10000000
"OC10929";10000000
"OC1093";10000000
"OC10930";10000000
"OC10931";10000000
"OC10932";10000000
"OC10933";10000000
"OC10934";10000000
"OC10935";10000000
"OC10936";10000000
"OC10937";10000000
"OC10938";10000000
"OC10939";10000000
"OC1094";10000000
"OC10940";10000000
"OC10941";10000000
"OC10942";10000000
"OC10943";10000000
"OC10944";10000000
"OC10945";10000000
"OC10946";10000000
"OC10947";10000000
"OC10948";10000000
"OC10949";10000000
"OC1095";10000000
"OC10950";10000000
"OC10951";10000000
"OC10952";10000000
"OC10953";10000000
"OC10954";10000000
"OC10955";10000000
"OC10956";10000000
"OC10957";10000000
"OC10958";10000000
"OC10959";10000000
"OC1096";10000000
"OC10960";10000000
"OC10961";10000000
"OC10962";10000000
"OC10963";10000000
"OC10964";10000000
"OC10965";10000000
"OC10966";10000000
"OC10967";10000000
"OC10968";10000000
"OC10969";10000000
"OC1097";10000000
"OC10970";10000000
"OC10971";10000000
"OC10972";10000000
"OC10973";10000000
"OC10974";10000000
"OC10975";10000000
"OC10976";10000000
"OC10977";10000000
"OC10978";10000000
"OC10979";10000000
"OC1098";10000000
"OC10980";10000000
"OC10981";10000000
"OC10982";10000000
"OC10983";10000000
"OC10984";10000000
"OC10985";10000000
"OC10986";10000000
"OC10987";10000000
"OC10988";10000000
"OC10989";10000000
"OC1099";10000000
"OC10990";10000000
"OC10991";10000000
"OC10992";10000000
"OC10993";10000000
"OC10994";10000000
"OC10995";10000000
"OC10996";10000000
"OC10997";10000000
"OC10998";10000000
"OC10999";10000000
"OC1100";10000000
"OC11000";10000000
"OC11001";10000000
"OC11002";10000000
"OC11003";10000000
"OC11004";10000000
"OC11005";10000000
"OC11006";10000000
"OC11007";10000000
"OC11008";10000000
"OC11009";10000000
"OC11010";10000000
"OC11011";10000000
"OC11012";10000000
"OC11013";10000000
"OC11014";10000000
"OC11015";10000000
"OC11016";10000000
"OC11017";10000000
"OC11018";10000000
"OC11019";10000000
"OC11020";10000000
"OC11021";10000000
"OC11022";10000000
"OC11023";10000000
"OC11024";10000000
"OC11025";10000000
"OC11026";10000000
"OC11027";10000000
"OC11028";10000000
"OC11029";10000000
"OC11030";10000000
"OC11031";10000000
"OC11032";10000000
"OC11033";10000000
"OC11034";10000000
"OC11035";10000000
"OC11036";10000000
"OC11037";10000000
"OC11038";10000000
"OC11039";10000000
"OC11040";10000000
"OC11041";10000000
"OC11042";10000000
"OC11043";10000000
"OC11044";10000000
"OC11045";10000000
"OC11046";10000000
"OC11047";10000000
"OC11048";10000000
"OC11049";10000000
"OC11050";10000000
"OC11051";10000000
"OC11052";10000000
"OC11053";10000000
"OC11054";10000000
"OC11055";10000000
"OC11056";10000000
"OC11057";10000000
"OC11058";10000000
"OC11059";10000000
"OC11060";10000000
"OC11061";10000000
"OC11062";10000000
"OC11063";10000000
"OC11064";10000000
"OC11065";10000000
"OC11066";10000000
"OC11067";10000000
"OC11068";10000000
"OC11069";10000000
"OC11070";10000000
"OC11071";10000000
"OC11072";10000000
"OC11073";10000000
"OC11074";10000000
"OC11075";10000000
"OC11076";10000000
"OC11077";10000000
"OC11078";10000000
"OC11079";10000000
"OC11080";10000000
"OC11081";10000000
"OC11082";10000000
"OC11083";10000000
"OC11084";10000000
"OC11085";10000000
"OC11086";10000000
"OC11087";10000000
"OC11088";10000000
"OC11089";10000000
"OC11090";10000000
"OC11091";10000000
"OC11092";10000000
"OC11093";10000000
"OC11094";10000000
"OC11095";10000000
"OC11096";10000000
"OC11097";10000000
"OC11098";10000000
"OC11099";10000000
"OC11100";10000000
"OC11101";10000000
"OC11102";10000000
"OC11103";10000000
"OC11104";10000000
"OC11105";10000000
"OC11106";10000000
"OC11107";10000000
"OC11108";10000000
"OC11109";10000000
"OC11110";10000000
"OC11111";10000000
"OC11112";10000000
"OC11113";10000000
"OC11114";10000000
"OC11115";10000000
"OC11116";10000000
"OC11117";10000000
"OC11118";10000000
"OC11119";10000000
"OC11120";10000000
"OC11121";10000000
"OC11122";10000000
"OC11123";10000000
"OC11124";10000000
"OC11125";10000000
"OC11126";10000000
"OC11127";10000000
"OC11128";10000000
"OC11129";10000000
"OC11130";10000000
"OC11131";10000000
"OC11132";10000000
"OC11133";10000000
"OC11134";10000000
"OC11135";10000000
"OC11136";10000000
"OC11137";10000000
"OC11138";10000000
"OC11139";10000000
"OC11140";10000000
"OC11141";10000000
"OC11142";10000000
"OC11143";10000000
"OC11144";10000000
"OC11145";10000000
"OC11146";10000000
"OC11147";10000000
"OC11148";10000000
"OC11149";10000000
"OC11150";10000000
"OC11151";10000000
"OC11152";10000000
"OC11153";10000000
"OC11154";10000000
"OC11155";10000000
"OC11156";10000000
"OC11157";10000000
"OC11158";10000000
"OC11159";10000000
"OC11160";10000000
"OC11161";10000000
"OC11162";10000000
"OC11163";10000000
"OC11164";10000000
"OC11165";10000000
"OC11166";10000000
"OC11167";10000000
"OC11168";10000000
"OC11169";10000000
"OC11170";10000000
"OC11171";10000000
"OC11172";10000000
"OC11173";10000000
"OC11174";10000000
"OC11175";10000000
"OC11176";10000000
"OC11177";10000000
"OC11178";10000000
"OC11179";10000000
"OC11180";10000000
"OC11181";10000000
"OC11182";10000000
"OC11183";10000000
"OC11184";10000000
"OC11185";10000000
"OC11186";10000000
"OC11187";10000000
"OC11188";10000000
"OC11189";10000000
"OC11190";10000000
"OC11191";10000000
"OC11192";10000000
"OC11193";10000000
"OC11194";10000000
"OC11195";10000000
"OC11196";10000000
"OC11197";10000000
"OC11198";10000000
"OC11199";10000000
"OC11200";10000000
"OC11201";10000000
"OC11202";10000000
"OC11203";10000000
"OC11204";10000000
"OC11205";10000000
"OC11206";10000000
"OC11207";10000000
"OC11208";10000000
"OC11209";10000000
"OC11210";10000000
"OC11211";10000000
"OC11212";10000000
"OC11213";10000000
"OC11214";10000000
"OC11215";10000000
"OC11216";10000000
"OC11217";10000000
"OC11218";10000000
"OC11219";10000000
"OC11220";10000000
"OC11221";10000000
"OC11222";10000000
"OC11223";10000000
"OC11224";10000000
"OC11225";10000000
"OC11226";10000000
"OC11227";10000000
"OC11228";10000000
"OC11229";10000000
"OC11230";10000000
"OC11231";10000000
"OC11232";10000000
"OC11233";10000000
"OC11234";10000000
"OC11235";10000000
"OC11236";10000000
"OC11237";10000000
"OC11238";10000000
"OC11239";10000000
"OC11240";10000000
"OC11241";10000000
"OC11242";10000000
"OC11243";10000000
"OC11244";10000000
"OC11245";10000000
"OC11246";10000000
"OC11247";10000000
"OC11248";10000000
"OC11249";10000000
"OC11250";10000000
"OC11251";10000000
"OC11252";10000000
"OC11253";10000000
"OC11254";10000000
"OC11255";10000000
"OC11256";10000000
"OC11257";10000000
"OC11258";10000000
"OC11259";10000000
"OC11260";10000000
"OC11261";10000000
"OC11262";10000000
"OC11263";10000000
"OC11264";10000000
"OC11265";10000000
"OC11266";10000000
"OC11267";10000000
"OC11268";10000000
"OC11269";10000000
"OC11270";10000000
"OC11271";10000000
"OC11272";10000000
"OC11273";10000000
"OC11274";10000000
"OC11275";10000000
"OC11276";10000000
"OC11277";10000000
"OC11278";10000000
"OC11279";10000000
"OC11280";10000000
"OC11281";10000000
"OC11282";10000000
"OC11283";10000000
"OC11284";10000000
"OC11285";10000000
"OC11286";10000000
"OC11287";10000000
"OC11288";10000000
"OC11289";10000000
"OC11290";10000000
"OC11291";10000000
"OC11292";10000000
"OC11293";10000000
"OC11294";10000000
"OC11295";10000000
"OC11296";10000000
"OC11297";10000000
"OC11298";10000000
"OC11299";10000000
"OC11300";10000000
"OC11301";10000000
"OC11302";10000000
"OC11303";10000000
"OC11304";10000000
"OC11305";10000000
"OC11306";10000000
"OC11307";10000000
"OC11308";10000000
"OC11309";10000000
"OC11310";10000000
"OC11311";10000000
"OC11312";10000000
"OC11313";10000000
"OC11314";10000000
"OC11315";10000000
"OC11316";10000000
"OC11317";10000000
"OC11318";10000000
"OC11319";10000000
"OC11320";10000000
"OC11321";10000000
"OC11322";10000000
"OC11323";10000000
"OC11324";10000000
"OC11325";10000000
"OC11326";10000000
"OC11327";10000000
"OC11328";10000000
"OC11329";10000000
"OC11330";10000000
"OC11331";10000000
"OC11332";10000000
"OC11333";10000000
"OC11334";10000000
"OC11335";10000000
"OC11336";10000000
"OC11337";10000000
"OC11338";10000000
"OC11339";10000000
"OC11340";10000000
"OC11341";10000000
"OC11342";10000000
"OC11343";10000000
"OC11344";10000000
"OC11345";10000000
"OC11346";10000000
"OC11347";10000000
"OC11348";10000000
"OC11349";10000000
"OC11350";10000000
"OC11351";10000000
"OC11352";10000000
"OC11353";10000000
"OC11354";10000000
"OC11355";10000000
"OC11356";10000000
"OC11357";10000000
"OC11358";10000000
"OC11359";10000000
"OC11360";10000000
"OC11361";10000000
"OC11362";10000000
"OC11363";10000000
"OC11364";10000000
"OC11365";10000000
